sender,receiver,message,date
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.863293
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.864569
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.865568
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.867706
vijaya,226F1A0529,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:36:57
vijaya,HT1001,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:36:57
vijaya,HT1002,"📌 Attendance Alert: You were marked Absent for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:36:57
vijaya,HT1003,"📌 Attendance Alert: You were marked Absent for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:36:57
vijaya,HT1004,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:36:57
vijaya,HT1005,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:36:57
vijaya,HT1006,"📌 Attendance Alert: You were marked Absent for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:36:57
vijaya,HT1007,"📌 Attendance Alert: You were marked Absent for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:36:57
vijaya,HT1008,"📌 Attendance Alert: You were marked Absent for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:36:57
vijaya,HT1009,"📌 Attendance Alert: You were marked Absent for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:36:57
vijaya,HT1000,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:43:15
vijaya,226F1A0529,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:45:32
vijaya,HT1001,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:45:32
vijaya,HT1002,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:45:32
vijaya,HT1003,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:45:32
vijaya,HT1004,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:45:32
vijaya,HT1005,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:45:32
vijaya,HT1006,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:45:32
vijaya,HT1007,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:45:32
vijaya,HT1008,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:45:32
vijaya,HT1009,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:45:32
vijaya,226F1A0529,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:52:57
vijaya,HT1001,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:52:57
vijaya,HT1002,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:52:57
vijaya,HT1003,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:52:57
vijaya,HT1004,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:52:57
vijaya,HT1005,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:52:57
vijaya,HT1006,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:52:57
vijaya,HT1007,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:52:57
vijaya,HT1008,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:52:57
vijaya,HT1009,"✅ Attendance Confirmed: You were marked Present for 2026-04-01 (Year 1, Sem 1)",2026-04-01 11:52:57
